index,source_key,name,endpoint_type,url,status,poll_interval_seconds,metadata_json
12,phase1-rss-037,Taiwan MOFA English Open Data RSS 2,rss,https://en.mofa.gov.tw/OpenData.aspx?SN=3273AA376FB01416,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://en.mofa.gov.tw/OpenData.aspx?SN=3273AA376FB01416""}"
13,phase1-rss-037,Taiwan MOFA English Open Data RSS 3,rss,https://en.mofa.gov.tw/OpenData.aspx?SN=E57623EED610E7DF,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://en.mofa.gov.tw/OpenData.aspx?SN=E57623EED610E7DF""}"
14,phase1-rss-037,Taiwan MOFA English Open Data RSS 4,rss,https://en.mofa.gov.tw/OpenData.aspx?SN=324AD193C0683D72,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://en.mofa.gov.tw/OpenData.aspx?SN=324AD193C0683D72""}"
15,phase1-rss-036,Taiwan Mainland Affairs Council Open Data RSS,rss,https://www.mac.gov.tw/OpenData.aspx?SN=02BEEFEAF49A5225,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.mac.gov.tw/OpenData.aspx?SN=02BEEFEAF49A5225""}"
16,batcha-rss-007,Taiwan Today Official RSS,rss,"https://api.taiwantoday.tw/en/rss.php?unit=2,6,10,15,18",disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://api.taiwantoday.tw/en/rss.php?unit=2,6,10,15,18""}"
17,phase1-rss-038,Taiwan Presidential Office English RSS,rss,https://english.president.gov.tw/RSSNEWS.aspx,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://english.president.gov.tw/RSSNEWS.aspx""}"
18,batcha-rss-009,Interaksyon RSS,rss,https://interaksyon.philstar.com/feed/,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://interaksyon.philstar.com/feed/""}"
19,phase1-rss-019,GMA News Nation RSS,rss,https://data.gmanetwork.com/gno/rss/news/nation/feed.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://data.gmanetwork.com/gno/rss/news/nation/feed.xml""}"
20,phase1-rss-019,GMA News Regions RSS,rss,https://data.gmanetwork.com/gno/rss/news/regions/feed.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://data.gmanetwork.com/gno/rss/news/regions/feed.xml""}"
21,phase1-rss-019,GMA News Metro RSS,rss,https://data.gmanetwork.com/gno/rss/news/metro/feed.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://data.gmanetwork.com/gno/rss/news/metro/feed.xml""}"
22,phase1-rss-019,GMA News Economy RSS,rss,https://data.gmanetwork.com/gno/rss/money/economy/feed.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://data.gmanetwork.com/gno/rss/money/economy/feed.xml""}"
23,batcha-rss-011,The Japan Times RSS,rss,https://www.japantimes.co.jp/feed/,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Japan""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.japantimes.co.jp/feed/""}"
24,batcha-rss-012,SCMP Targeted RSS 318206,rss,https://www.scmp.com/rss/318206/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318206/feed""}"
25,batcha-rss-012,SCMP Targeted RSS 318217,rss,https://www.scmp.com/rss/318217/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318217/feed""}"
26,batcha-rss-012,SCMP Targeted RSS 318210,rss,https://www.scmp.com/rss/318210/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318210/feed""}"
27,batcha-rss-012,SCMP Targeted RSS 318198,rss,https://www.scmp.com/rss/318198/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318198/feed""}"
28,batcha-rss-012,SCMP Targeted RSS 318199,rss,https://www.scmp.com/rss/318199/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318199/feed""}"
29,batcha-rss-012,SCMP Targeted RSS 318421,rss,https://www.scmp.com/rss/318421/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318421/feed""}"
30,batcha-rss-012,SCMP Targeted RSS 323046,rss,https://www.scmp.com/rss/323046/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/323046/feed""}"
31,batcha-rss-012,SCMP Targeted RSS 318214,rss,https://www.scmp.com/rss/318214/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""China""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.scmp.com/rss/318214/feed""}"
32,batcha-rss-013,GovInfo Congressional Calendars RSS,rss,https://www.govinfo.gov/rss/ccal.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/ccal.xml""}"
33,batcha-rss-013,GovInfo Congressional Documents RSS,rss,https://www.govinfo.gov/rss/cdoc.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/cdoc.xml""}"
34,batcha-rss-013,GovInfo Congressional Hearings RSS,rss,https://www.govinfo.gov/rss/chrg.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/chrg.xml""}"
35,batcha-rss-013,GovInfo Congressional Bills RSS,rss,https://www.govinfo.gov/rss/bills.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/bills.xml""}"
36,batcha-rss-013,GovInfo Bill Status Bulk Data RSS,rss,https://www.govinfo.gov/rss/billstatus-bulkdata.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/billstatus-bulkdata.xml""}"
37,batcha-rss-013,GovInfo Bill Summaries Bulk Data RSS,rss,https://www.govinfo.gov/rss/billsum-bulkdata.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/billsum-bulkdata.xml""}"
38,batcha-rss-013,GovInfo U.S. Reports / Supreme Court RSS,rss,https://www.govinfo.gov/rss/usreports.xml,disabled,1800,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.govinfo.gov/rss/usreports.xml""}"
39,phase1-rss-048,Congress.gov Presented to President RSS,rss,https://www.congress.gov/rss/presented-to-president.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.congress.gov/rss/presented-to-president.xml""}"
40,phase1-rss-048,Congress.gov Most Viewed Bills RSS,rss,https://www.congress.gov/rss/most-viewed-bills.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.congress.gov/rss/most-viewed-bills.xml""}"
41,phase1-rss-048,Congress.gov House Floor Today RSS,rss,https://www.congress.gov/rss/house-floor-today.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.congress.gov/rss/house-floor-today.xml""}"
42,phase1-rss-048,Congress.gov Senate Floor Today RSS,rss,https://www.congress.gov/rss/senate-floor-today.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.congress.gov/rss/senate-floor-today.xml""}"
43,phase1-rss-056,Politico Congress RSS,rss,http://rss.politico.com/congress.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""http://rss.politico.com/congress.xml""}"
44,phase1-rss-056,Politico Defense RSS,rss,http://rss.politico.com/defense.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""http://rss.politico.com/defense.xml""}"
45,phase1-rss-056,Politico Morning Cybersecurity RSS,rss,https://rss.politico.com/morningcybersecurity.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://rss.politico.com/morningcybersecurity.xml""}"
46,phase1-rss-056,Politico Morning Trade RSS,rss,http://rss.politico.com/morningtrade.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""http://rss.politico.com/morningtrade.xml""}"
47,phase1-rss-052,FBI Top Stories Atom,atom,https://www.fbi.gov/feeds/fbi-top-stories/atom.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.fbi.gov/feeds/fbi-top-stories/atom.xml""}"
48,phase1-rss-052,FBI Executive Speeches Atom,atom,https://www.fbi.gov/feeds/executive-speeches/atom.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.fbi.gov/feeds/executive-speeches/atom.xml""}"
49,batcha-rss-017,U.S. Navy News RSS,rss,https://www.navy.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=1&Site=1067&max=10,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-a"",""original_feed_url"":""https://www.navy.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=1&Site=1067&max=10""}"
