source_key,name,endpoint_type,url,status,poll_interval_seconds,metadata_json
phase1-rss-011,Prime Minister's Office (Kantei / 首相官邸) RSS,rss,https://www.kantei.go.jp/jp/rss/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Japan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.kantei.go.jp/jp/rss/""}"
phase1-rss-012,Ryukyu Shimpo (琉球新報) RSS,rss,https://ryukyushimpo.jp/pages/entry-164983.html,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Japan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://ryukyushimpo.jp/pages/entry-164983.html""}"
phase1-rss-013,38 North RSS,rss,https://www.38north.org/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""North Korea / DPRK Monitoring""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.38north.org/feed/""}"
phase1-rss-014,Daily NK RSS,rss,https://www.dailynk.com/english/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""North Korea / DPRK Monitoring""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.dailynk.com/english/feed/""}"
phase1-rss-015,NK Leadership Watch RSS,rss,https://www.nkleadershipwatch.org/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""North Korea / DPRK Monitoring""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.nkleadershipwatch.org/feed/""}"
phase1-rss-016,North Korea Tech RSS,rss,https://www.northkoreatech.org/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""North Korea / DPRK Monitoring""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.northkoreatech.org/feed/""}"
phase1-rss-017,ABS-CBN News RSS,rss,https://www.abs-cbn.com/rss.aspx/news,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.abs-cbn.com/rss.aspx/news""}"
phase1-rss-018,BusinessWorld RSS,rss,https://www.bworldonline.com/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.bworldonline.com/feed/""}"
phase1-rss-019,GMA News Online RSS,rss,https://www.gmanetwork.com/news/rss/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.gmanetwork.com/news/rss/""}"
phase1-rss-020,Philippine Center for Investigative Journalism (PCIJ) RSS,rss,https://pcij.org/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://pcij.org/feed/""}"
phase1-rss-021,Philippine Daily Inquirer / Inquirer.net RSS,rss,https://newsinfo.inquirer.net/feed,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://newsinfo.inquirer.net/feed""}"
phase1-rss-022,Rappler RSS,rss,https://www.rappler.com/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.rappler.com/feed/""}"
phase1-rss-023,VERA Files RSS,rss,https://verafiles.org/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Philippines""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://verafiles.org/feed/""}"
phase1-rss-024,Asan Institute for Policy Studies RSS,rss,https://www.asaninst.org/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.asaninst.org/feed/""}"
phase1-rss-025,BusinessKorea RSS,rss,https://www.businesskorea.co.kr/rss/allArticle.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.businesskorea.co.kr/rss/allArticle.xml""}"
phase1-rss-026,Electronic Times (전자신문) RSS,rss,http://rss.etnews.com/Section901.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""http://rss.etnews.com/Section901.xml""}"
phase1-rss-027,KBS World Radio News RSS,rss,http://world.kbs.co.kr/rss/rss_news.htm?lang=e,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""http://world.kbs.co.kr/rss/rss_news.htm?lang=e""}"
phase1-rss-028,Kyunghyang Shinmun (경향신문) RSS,rss,https://www.khan.co.kr/rss/rssdata/total_news.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.khan.co.kr/rss/rssdata/total_news.xml""}"
phase1-rss-029,Maeil Business Newspaper (매일경제) RSS,rss,https://www.mk.co.kr/rss/30000001/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.mk.co.kr/rss/30000001/""}"
phase1-rss-030,National Election Commission (중앙선거관리위원회) RSS,rss,https://app.newsloth.com/nec-go-kr/WlpSWlc.rss,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://app.newsloth.com/nec-go-kr/WlpSWlc.rss""}"
phase1-rss-031,Newsis (뉴시스) RSS,rss,https://www.newsis.com/RSS/sokbo.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.newsis.com/RSS/sokbo.xml""}"
phase1-rss-032,OhmyNews (오마이뉴스) RSS,rss,https://rss.ohmynews.com/rss/ohmynews.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://rss.ohmynews.com/rss/ohmynews.xml""}"
phase1-rss-033,SBS News RSS,rss,https://news.sbs.co.kr/news/headlineRssFeed.do?plink=RSSREADER,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""South Korea""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://news.sbs.co.kr/news/headlineRssFeed.do?plink=RSSREADER""}"
phase1-rss-034,Central News Agency (中央通訊社 / CNA) RSS,rss,https://feeds.feedburner.com/rsscna/politics,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://feeds.feedburner.com/rsscna/politics""}"
phase1-rss-035,Liberty Times (自由時報) RSS,rss,https://news.ltn.com.tw/rss/all.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://news.ltn.com.tw/rss/all.xml""}"
phase1-rss-036,Mainland Affairs Council (大陸委員會) RSS,rss,https://www.mac.gov.tw/RSS.aspx?n=1FDDB0BEA67BC1D9,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.mac.gov.tw/RSS.aspx?n=1FDDB0BEA67BC1D9""}"
phase1-rss-037,Ministry of Foreign Affairs (外交部) RSS,rss,https://www.mofa.gov.tw/RSS.aspx,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.mofa.gov.tw/RSS.aspx""}"
phase1-rss-038,"Office of the President, Republic of China (Taiwan) RSS",rss,https://www.president.gov.tw/Page/23,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.president.gov.tw/Page/23""}"
phase1-rss-039,Public Television Service (公視 / PTS) RSS,rss,https://about.pts.org.tw/rss/index.html,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://about.pts.org.tw/rss/index.html""}"
phase1-rss-040,Taipei Times RSS,rss,https://www.taipeitimes.com/xml/index.rss,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.taipeitimes.com/xml/index.rss""}"
phase1-rss-041,TechNews 科技新報 RSS,rss,https://technews.tw/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""Taiwan""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://technews.tw/feed/""}"
phase1-rss-042,ABC News RSS,rss,https://abcnews.go.com/abcnews/topstories,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://abcnews.go.com/abcnews/topstories""}"
phase1-rss-043,Breaking Defense RSS,rss,https://breakingdefense.com/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://breakingdefense.com/feed/""}"
phase1-rss-044,CBS News RSS,rss,https://www.cbsnews.com/latest/rss/main,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.cbsnews.com/latest/rss/main""}"
phase1-rss-045,CISA RSS,rss,https://www.cisa.gov/news.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.cisa.gov/news.xml""}"
phase1-rss-046,CNN RSS,rss,http://rss.cnn.com/rss/edition.rss,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""http://rss.cnn.com/rss/edition.rss""}"
phase1-rss-047,CSIS RSS,rss,https://www.csis.org/rss.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.csis.org/rss.xml""}"
phase1-rss-048,Congress.gov RSS,rss,https://www.congress.gov/rss,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.congress.gov/rss""}"
phase1-rss-049,Defense News RSS,rss,https://www.defensenews.com/rss/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.defensenews.com/rss/""}"
phase1-rss-050,Department of Homeland Security RSS,rss,https://www.dhs.gov/news/rss,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.dhs.gov/news/rss""}"
phase1-rss-051,Department of Justice RSS,rss,https://www.justice.gov/feeds/press_releases.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.justice.gov/feeds/press_releases.xml""}"
phase1-rss-052,Federal Bureau of Investigation RSS,rss,https://www.fbi.gov/feeds/fbi-in-the-news/rss.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.fbi.gov/feeds/fbi-in-the-news/rss.xml""}"
phase1-rss-053,Federal Register RSS,rss,https://www.federalregister.gov/documents/search.rss,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.federalregister.gov/documents/search.rss""}"
phase1-rss-054,Fox News RSS,rss,https://moxie.foxnews.com/google-publisher/latest.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://moxie.foxnews.com/google-publisher/latest.xml""}"
phase1-rss-055,NBC News RSS,rss,https://feeds.nbcnews.com/nbcnews/public/news,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://feeds.nbcnews.com/nbcnews/public/news""}"
phase1-rss-056,Politico RSS,rss,https://www.politico.com/rss/politicopicks.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.politico.com/rss/politicopicks.xml""}"
phase1-rss-057,SCOTUSblog RSS,rss,https://www.scotusblog.com/feed/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.scotusblog.com/feed/""}"
phase1-rss-058,The New York Times RSS,rss,https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml""}"
phase1-rss-059,The Washington Post RSS,rss,https://www.washingtonpost.com/rss/,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.washingtonpost.com/rss/""}"
phase1-rss-060,U.S. Department of Defense RSS,rss,https://www.defense.gov/DesktopModules/ArticleCS/RSS.ashx?ContentType=400&Site=945&Category=Press%20Releases,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://www.defense.gov/DesktopModules/ArticleCS/RSS.ashx?ContentType=400&Site=945&Category=Press%20Releases""}"
phase1-rss-061,USNI News RSS,rss,https://news.usni.org/feed,disabled,900,"{""inventory_version"":""0.1"",""inventory_date"":""2026-07-19"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""inventory_regions"":[""United States"",""Indo-Pacific / Regional""],""verification_status"":""pending_health_check"",""seed_batch"":""phase1-native-rss-v0.1"",""original_feed_url"":""https://news.usni.org/feed""}"
